UTC Time at End of Hour,Net Generation (MW) from Hydropower and Pumped Storage,Net Generation (MW) from Solar,Net Generation (MW) from Wind,temp,dwpt,rhum,prcp,wdir,wspd,pres
2021-01-01 06:00:00,714.0,0.0,9486.0,-6.0,-6.0,100.0,0.0,130.0,20.5,1025.3
2021-01-01 07:00:00,664.0,0.0,8780.0,-6.0,-6.0,100.0,0.0,100.0,9.4,1025.2
2021-01-01 08:00:00,661.0,0.0,6912.0,-6.0,-6.0,100.0,0.0,110.0,13.0,1025.0
2021-01-01 09:00:00,664.0,0.0,5967.0,-6.0,-6.0,100.0,0.0,90.0,16.6,1024.5
2021-01-01 10:00:00,668.0,0.0,5074.0,-6.0,-6.0,100.0,0.0,80.0,13.0,1024.1
2021-01-01 11:00:00,672.0,0.0,4639.0,-6.0,-6.0,100.0,0.0,50.0,16.6,1023.4
2021-01-01 12:00:00,677.0,0.0,4082.0,-6.0,-6.0,100.0,0.0,50.0,20.5,1022.2
2021-01-01 13:00:00,707.0,0.0,3355.0,-7.0,-7.0,100.0,0.0,50.0,27.7,1020.9
2021-01-01 14:00:00,730.0,6.0,3284.0,-7.0,-7.0,100.0,0.0,40.0,14.8,1020.6
2021-01-01 15:00:00,797.0,37.0,3703.0,-7.0,-7.0,100.0,0.0,40.0,22.3,1019.2
2021-01-01 16:00:00,837.0,105.0,3700.0,-6.0,-6.0,100.0,0.0,40.0,14.8,1018.7
2021-01-01 17:00:00,835.0,126.0,3109.0,-6.0,-6.0,100.0,0.0,30.0,13.0,1017.9
2021-01-01 18:00:00,768.0,154.0,2971.0,-6.0,-6.0,100.0,0.0,350.0,13.0,1017.1
2021-01-01 19:00:00,738.0,169.0,2988.0,-5.0,-6.0,93.0,0.0,360.0,18.4,1016.6
2021-01-01 20:00:00,736.0,164.0,2765.0,-5.0,-5.0,100.0,0.0,340.0,14.8,1016.3
2021-01-01 21:00:00,729.0,162.0,3106.0,-4.0,-5.0,93.0,0.0,340.0,16.6,1016.5
2021-01-01 22:00:00,769.0,103.0,3920.0,-4.0,-5.0,93.0,0.0,340.0,16.6,1017.0
2021-01-01 23:00:00,933.0,19.0,4779.0,-4.0,-5.0,93.0,0.0,340.0,18.4,1017.4
2021-01-02 00:00:00,1584.0,1.0,5252.0,-4.0,-5.0,93.0,0.0,350.0,16.6,1018.8
2021-01-02 01:00:00,917.0,1.0,5716.0,-5.0,-6.0,93.0,0.0,350.0,18.4,1019.1
2021-01-02 02:00:00,698.0,1.0,6082.0,-6.0,-6.0,100.0,0.0,350.0,16.6,1018.9
2021-01-02 03:00:00,731.0,1.0,5960.0,-6.0,-6.9,93.0,0.0,350.0,14.8,1018.8
2021-01-02 04:00:00,719.0,1.0,6155.0,-8.0,-8.0,100.0,0.0,320.0,9.4,1019.2
2021-01-02 05:00:00,680.0,1.0,6147.0,-9.0,-9.0,100.0,0.0,300.0,5.4,1019.8
2021-01-02 06:00:00,709.0,1.0,5887.0,-9.0,-9.0,100.0,0.0,300.0,9.4,1020.5
2021-01-02 07:00:00,712.0,0.0,5319.0,-11.0,-11.0,100.0,0.0,330.0,9.4,1020.6
2021-01-02 08:00:00,709.0,1.0,4875.0,-11.0,-11.0,100.0,0.0,320.0,11.2,1021.5
2021-01-02 09:00:00,704.0,1.0,4452.0,-14.0,-14.0,100.0,0.0,220.0,7.6,1022.1
2021-01-02 10:00:00,740.0,1.0,4490.0,-12.0,-12.0,100.0,0.0,310.0,13.0,1022.0
2021-01-02 11:00:00,740.0,1.0,4346.0,-10.0,-10.0,100.0,0.0,350.0,13.0,1022.0
2021-01-02 12:00:00,748.0,1.0,4800.0,-11.0,-11.0,100.0,0.0,350.0,11.2,1022.1
2021-01-02 13:00:00,743.0,1.0,4640.0,-14.0,-14.0,100.0,0.0,170.0,5.4,1022.1
2021-01-02 14:00:00,769.0,2.0,4518.0,-13.0,-13.0,100.0,0.0,300.0,5.4,1022.5
2021-01-02 15:00:00,857.0,27.0,4426.0,-13.0,-13.0,100.0,0.0,0.0,0.0,1023.2
2021-01-02 16:00:00,877.0,84.0,4285.0,-11.0,-11.0,100.0,0.0,0.0,0.0,1023.5
2021-01-02 17:00:00,873.0,169.0,4383.0,-9.0,-10.1,92.0,0.0,50.0,5.4,1023.3
2021-01-02 18:00:00,826.0,213.0,4750.0,-8.0,-9.9,86.0,0.0,0.0,0.0,1022.0
2021-01-02 19:00:00,813.0,198.0,4830.0,-7.0,-8.9,86.0,0.0,0.0,0.0,1020.4
2021-01-02 20:00:00,805.0,190.0,4573.0,-6.0,-8.0,86.0,0.0,170.0,5.4,1020.0
2021-01-02 21:00:00,813.0,162.0,4344.0,-4.0,-8.0,74.0,0.0,10.0,11.2,1019.9
2021-01-02 22:00:00,814.0,95.0,4160.0,-5.0,-7.9,80.0,0.0,50.0,13.0,1019.9
2021-01-02 23:00:00,927.0,23.0,4544.0,-6.0,-8.0,86.0,0.0,0.0,0.0,1019.9
2021-01-03 00:00:00,1422.0,1.0,5189.0,-7.0,-7.9,93.0,0.0,90.0,7.6,1019.4
2021-01-03 01:00:00,919.0,1.0,5729.0,-7.0,-7.9,93.0,0.0,120.0,7.6,1019.0
2021-01-03 02:00:00,800.0,1.0,6397.0,-8.0,-8.0,100.0,0.0,0.0,0.0,1018.6
2021-01-03 03:00:00,792.0,1.0,6873.0,-9.0,-9.0,100.0,0.0,90.0,7.6,1018.1
2021-01-03 04:00:00,774.0,0.0,7045.0,-9.0,-9.0,100.0,0.0,0.0,0.0,1018.3
2021-01-03 05:00:00,742.0,0.0,7434.0,-11.0,-11.0,100.0,0.0,0.0,0.0,1018.0
2021-01-03 06:00:00,703.0,0.0,8006.0,-10.0,-10.0,100.0,0.0,0.0,0.0,1018.2
2021-01-03 07:00:00,693.0,0.0,8115.0,-11.0,-11.0,100.0,0.0,90.0,9.4,1018.2
2021-01-03 08:00:00,689.0,0.0,8526.0,-10.0,-10.0,100.0,0.0,0.0,0.0,1018.5
2021-01-03 09:00:00,687.0,1.0,8811.0,-12.0,-12.0,100.0,0.0,0.0,0.0,1018.0
2021-01-03 10:00:00,676.0,0.0,8244.0,-10.0,-10.0,100.0,0.0,150.0,5.4,1017.4
2021-01-03 11:00:00,675.0,1.0,7774.0,-12.0,-12.0,100.0,0.0,130.0,5.4,1016.8
2021-01-03 12:00:00,680.0,0.0,8173.0,-12.0,-12.0,100.0,0.0,140.0,7.6,1016.9
2021-01-03 13:00:00,696.0,0.0,8145.0,-14.0,-14.0,100.0,0.0,140.0,9.4,1017.5
2021-01-03 14:00:00,743.0,10.0,7680.0,-14.0,-14.0,100.0,0.0,160.0,11.2,1017.2
2021-01-03 15:00:00,855.0,85.0,7792.0,-14.0,-15.0,92.0,0.0,130.0,11.2,1017.2
2021-01-03 16:00:00,869.0,219.0,8155.0,-12.0,-12.0,100.0,0.0,80.0,9.4,1017.6
2021-01-03 17:00:00,805.0,295.0,7982.0,-10.0,-10.0,100.0,0.0,130.0,7.6,1017.7
2021-01-03 18:00:00,801.0,310.0,7111.0,-8.0,-8.0,100.0,0.0,100.0,5.4,1017.1
2021-01-03 19:00:00,793.0,316.0,5631.0,-6.0,-6.0,100.0,0.0,150.0,13.0,1016.6
2021-01-03 20:00:00,790.0,298.0,4988.0,-6.0,-6.0,100.0,0.0,140.0,14.8,1016.6
2021-01-03 21:00:00,787.0,266.0,5037.0,-4.0,-4.0,100.0,0.0,130.0,11.2,1016.2
2021-01-03 22:00:00,788.0,174.0,5822.0,-4.0,-5.0,93.0,0.0,140.0,14.8,1015.9
2021-01-03 23:00:00,863.0,43.0,7214.0,-4.0,-5.0,93.0,0.0,130.0,18.4,1015.9
2021-01-04 00:00:00,900.0,1.0,9898.0,-6.0,-6.0,100.0,0.0,160.0,5.4,1016.3
2021-01-04 01:00:00,868.0,0.0,10643.0,-6.0,-6.0,100.0,0.0,180.0,13.0,1016.0
2021-01-04 02:00:00,811.0,0.0,11648.0,-5.0,-5.0,100.0,0.0,170.0,16.6,1015.8
2021-01-04 03:00:00,786.0,0.0,11187.0,-3.0,-3.0,100.0,0.0,180.0,14.8,1015.6
2021-01-04 04:00:00,791.0,0.0,10565.0,-2.0,-2.0,100.0,0.0,180.0,16.6,1015.4
2021-01-04 05:00:00,768.0,0.0,9788.0,-2.0,-2.0,100.0,0.0,180.0,18.4,1015.1
2021-01-04 06:00:00,702.0,0.0,9336.0,-2.0,-2.0,100.0,0.0,190.0,13.0,1014.9
2021-01-04 07:00:00,693.0,0.0,8850.0,-2.0,-2.0,100.0,0.0,180.0,20.5,1014.7
2021-01-04 08:00:00,693.0,0.0,8415.0,-2.0,-2.0,100.0,0.0,161.0,9.4,1014.8
2021-01-04 09:00:00,691.0,0.0,8006.0,-2.0,-2.0,100.0,0.0,166.0,9.7,1014.9
2021-01-04 10:00:00,688.0,0.0,7534.0,-2.0,-2.0,100.0,0.0,175.0,10.8,1014.6
2021-01-04 11:00:00,683.0,0.0,7159.0,-2.0,-2.0,100.0,0.0,175.0,9.7,1014.6
2021-01-04 12:00:00,772.0,0.0,7240.0,-2.0,-2.0,100.0,0.0,184.0,8.6,1014.9
2021-01-04 13:00:00,2153.0,0.0,7433.0,-2.0,-2.0,100.0,0.0,182.0,9.7,1015.1
2021-01-04 14:00:00,2290.0,10.0,8107.0,-2.0,-2.0,100.0,0.0,196.0,8.6,1015.5
2021-01-04 15:00:00,1517.0,75.0,8694.0,-2.0,-2.0,100.0,0.0,201.0,10.1,1015.2
2021-01-04 16:00:00,938.0,169.0,9275.0,-2.0,-2.0,100.0,0.0,223.0,10.4,1015.3
2021-01-04 17:00:00,1449.0,210.0,9469.0,-1.0,-1.0,100.0,0.0,248.0,13.7,1015.5
2021-01-04 18:00:00,902.0,262.0,10188.0,-1.0,-1.0,100.0,0.0,266.0,13.7,1014.7
2021-01-04 19:00:00,822.0,287.0,10179.0,0.0,0.0,100.0,0.0,260.0,13.0,1014.9
2021-01-04 20:00:00,836.0,304.0,10429.0,0.0,0.0,100.0,0.1,250.0,11.2,1014.9
2021-01-04 21:00:00,839.0,248.0,10980.0,2.0,2.0,100.0,0.0,300.0,16.6,1015.4
2021-01-04 22:00:00,846.0,172.0,11314.0,2.0,1.0,93.0,0.0,290.0,18.4,1015.8
2021-01-04 23:00:00,2238.0,44.0,11626.0,2.0,1.0,93.0,0.0,290.0,20.5,1016.4
2021-01-05 00:00:00,2349.0,1.0,12561.0,1.0,0.0,93.0,0.0,290.0,20.5,1017.0
2021-01-05 01:00:00,1674.0,1.0,12961.0,0.0,0.0,100.0,0.0,280.0,18.4,1017.3
2021-01-05 02:00:00,970.0,1.0,12901.0,0.0,0.0,100.0,0.0,280.0,18.4,1017.7
2021-01-05 03:00:00,811.0,0.0,13053.0,-1.0,-1.0,100.0,0.0,280.0,14.8,1018.0
2021-01-05 04:00:00,808.0,0.0,12697.0,-2.0,-2.0,100.0,0.0,270.0,9.4,1018.2
2021-01-05 05:00:00,767.0,0.0,11885.0,-3.0,-3.0,100.0,0.0,270.0,14.8,1018.5
2021-01-05 06:00:00,731.0,0.0,10398.0,-3.0,-3.0,100.0,0.0,270.0,16.6,1019.2
2021-01-05 07:00:00,730.0,0.0,8898.0,-3.0,-3.0,100.0,0.0,290.0,11.2,1019.5
2021-01-05 08:00:00,732.0,0.0,7521.0,-4.0,-4.0,100.0,0.0,280.0,11.2,1020.0
2021-01-05 09:00:00,733.0,1.0,5668.0,-4.0,-4.0,100.0,0.0,290.0,11.2,1020.5
2021-01-05 10:00:00,732.0,1.0,4360.0,-7.0,-7.0,100.0,0.0,240.0,13.0,1020.5
2021-01-05 11:00:00,729.0,1.0,3720.0,-5.0,-5.0,100.0,0.0,280.0,9.4,1020.8
2021-01-05 12:00:00,881.0,1.0,3324.0,-6.0,-6.0,100.0,0.0,280.0,11.2,1020.8
2021-01-05 13:00:00,2155.0,1.0,2860.0,-7.0,-7.0,100.0,0.0,40.0,7.6,1021.0
2021-01-05 14:00:00,2534.0,10.0,2957.0,-9.0,-9.0,100.0,0.0,210.0,5.4,1020.8
2021-01-05 15:00:00,1745.0,91.0,3333.0,-11.0,-11.0,100.0,0.0,0.0,0.0,1021.5
2021-01-05 16:00:00,1214.0,193.0,4721.0,-8.0,-8.0,100.0,0.0,0.0,0.0,1022.1
2021-01-05 17:00:00,822.0,268.0,5725.0,-4.0,-4.0,100.0,0.0,0.0,0.0,1021.7
2021-01-05 18:00:00,781.0,337.0,6014.0,-3.0,-3.0,100.0,0.0,0.0,0.0,1021.0
2021-01-05 19:00:00,769.0,324.0,5710.0,-2.0,-2.0,100.0,0.0,0.0,0.0,1020.4
2021-01-05 20:00:00,768.0,322.0,5392.0,-1.0,-2.0,93.0,0.0,120.0,7.6,1020.1
2021-01-05 21:00:00,760.0,290.0,5545.0,-1.0,-1.0,100.0,0.0,90.0,5.4,1021.0
2021-01-05 22:00:00,767.0,168.0,6155.0,-1.0,-1.0,100.0,0.0,110.0,9.4,1021.3
2021-01-05 23:00:00,853.0,44.0,7148.0,-2.0,-2.0,100.0,0.0,90.0,14.8,1021.7
2021-01-06 00:00:00,857.0,1.0,8418.0,-1.0,-2.0,93.0,0.0,90.0,16.6,1021.8
2021-01-06 01:00:00,858.0,0.0,9802.0,0.0,-2.1,86.0,0.0,110.0,14.8,1021.9
2021-01-06 02:00:00,804.0,0.0,10016.0,-1.0,-2.0,93.0,0.0,130.0,9.4,1022.4
2021-01-06 03:00:00,791.0,0.0,10138.0,-1.0,-2.0,93.0,0.0,80.0,13.0,1022.6
2021-01-06 04:00:00,772.0,0.0,10087.0,-2.0,-2.0,100.0,0.0,90.0,11.2,1022.8
2021-01-06 05:00:00,718.0,0.0,10557.0,-2.0,-2.0,100.0,0.0,100.0,14.8,1023.1
2021-01-06 06:00:00,691.0,0.0,10468.0,-2.0,-2.0,100.0,0.0,90.0,13.0,1023.0
2021-01-06 07:00:00,687.0,0.0,10699.0,-2.0,-2.0,100.0,0.0,100.0,13.0,1022.8
2021-01-06 08:00:00,687.0,0.0,10813.0,-2.0,-2.0,100.0,0.0,90.0,16.6,1022.9
2021-01-06 09:00:00,687.0,0.0,11082.0,-1.0,-1.0,100.0,0.0,100.0,14.8,1022.9
2021-01-06 10:00:00,693.0,0.0,10529.0,-1.0,-1.0,100.0,0.0,120.0,13.0,1022.8
2021-01-06 11:00:00,696.0,0.0,10005.0,-1.0,-1.0,100.0,0.0,110.0,16.6,1022.9
2021-01-06 12:00:00,983.0,1.0,9779.0,-1.0,-1.0,100.0,0.0,90.0,18.4,1023.3
2021-01-06 13:00:00,2204.0,1.0,9638.0,-1.0,-1.0,100.0,0.0,100.0,24.1,1023.6
2021-01-06 14:00:00,2191.0,6.0,9119.0,-1.0,-1.0,100.0,0.0,100.0,24.1,1024.1
2021-01-06 15:00:00,1685.0,48.0,8714.0,-1.0,-1.0,100.0,0.0,120.0,18.4,1024.8
2021-01-06 16:00:00,1187.0,144.0,8929.0,-1.0,-1.0,100.0,0.0,130.0,18.4,1025.1
2021-01-06 17:00:00,831.0,197.0,8330.0,0.0,0.0,100.0,0.0,110.0,16.6,1025.2
2021-01-06 18:00:00,783.0,253.0,7474.0,0.0,0.0,100.0,0.0,110.0,18.4,1024.8
2021-01-06 19:00:00,777.0,238.0,6777.0,0.0,0.0,100.0,0.0,100.0,20.5,1024.3
2021-01-06 20:00:00,769.0,201.0,6145.0,0.0,0.0,100.0,0.0,110.0,18.4,1024.2
2021-01-06 21:00:00,752.0,138.0,5785.0,0.0,0.0,100.0,0.0,90.0,24.1,1024.5
2021-01-06 22:00:00,746.0,57.0,5926.0,-1.0,-1.0,100.0,0.0,100.0,20.5,1025.2
2021-01-06 23:00:00,839.0,15.0,7057.0,-1.0,-1.0,100.0,0.0,100.0,24.1,1025.6
2021-01-07 00:00:00,1594.0,1.0,8174.0,-1.0,-1.0,100.0,0.0,90.0,24.1,1026.2
2021-01-07 01:00:00,1067.0,1.0,8566.0,-1.0,-1.0,100.0,0.0,80.0,25.9,1026.6
2021-01-07 02:00:00,870.0,1.0,8625.0,-1.0,-1.0,100.0,0.0,90.0,20.5,1027.0
2021-01-07 03:00:00,737.0,1.0,8248.0,-2.0,-2.0,100.0,0.0,80.0,22.3,1027.5
2021-01-07 04:00:00,797.0,1.0,7842.0,-2.0,-2.0,100.0,0.0,90.0,22.3,1027.8
2021-01-07 05:00:00,705.0,1.0,7326.0,-2.0,-2.0,100.0,0.0,110.0,18.4,1028.4
2021-01-07 06:00:00,679.0,1.0,6913.0,-2.0,-2.0,100.0,0.0,90.0,24.1,1028.5
2021-01-07 07:00:00,678.0,1.0,6684.0,-3.0,-3.0,100.0,0.0,90.0,22.3,1028.6
2021-01-07 08:00:00,682.0,1.0,6867.0,-2.0,-2.0,100.0,0.0,90.0,18.4,1029.0
2021-01-07 09:00:00,686.0,1.0,7040.0,-2.0,-2.0,100.0,0.0,90.0,22.3,1029.5
2021-01-07 10:00:00,691.0,1.0,6863.0,-2.0,-2.0,100.0,0.0,90.0,14.8,1029.7
2021-01-07 11:00:00,686.0,1.0,6492.0,-3.0,-3.0,100.0,0.0,80.0,11.2,1029.7
2021-01-07 12:00:00,769.0,1.0,5893.0,-4.0,-4.0,100.0,0.0,90.0,13.0,1029.6
2021-01-07 13:00:00,1689.0,1.0,5326.0,-6.0,-6.0,100.0,0.0,70.0,13.0,1029.9
2021-01-07 14:00:00,1886.0,4.0,4760.0,-6.0,-6.0,100.0,0.0,70.0,13.0,1030.4
2021-01-07 15:00:00,1491.0,60.0,4318.0,-5.0,-5.0,100.0,0.0,40.0,13.0,1030.8
2021-01-07 16:00:00,1394.0,109.0,3905.0,-3.0,-3.0,100.0,0.0,40.0,11.2,1030.8
2021-01-07 17:00:00,858.0,144.0,3476.0,-3.0,-3.0,100.0,0.0,40.0,16.6,1030.7
2021-01-07 18:00:00,759.0,139.0,3097.0,-3.0,-3.0,100.0,0.0,40.0,14.8,1030.1
2021-01-07 19:00:00,765.0,145.0,2803.0,-2.0,-2.0,100.0,0.0,30.0,13.0,1029.7
2021-01-07 20:00:00,762.0,128.0,2646.0,-1.0,-1.0,100.0,0.0,40.0,9.4,1029.5
2021-01-07 21:00:00,768.0,96.0,2848.0,0.0,0.0,100.0,0.0,40.0,13.0,1029.7
2021-01-07 22:00:00,845.0,45.0,2980.0,0.0,0.0,100.0,0.0,40.0,11.2,1029.8
2021-01-07 23:00:00,2285.0,10.0,3188.0,-1.0,-1.0,100.0,0.0,50.0,11.2,1030.1
2021-01-08 00:00:00,2467.0,1.0,3192.0,-1.0,-1.0,100.0,0.0,30.0,7.6,1030.0
2021-01-08 01:00:00,2471.0,1.0,2971.0,-2.0,-2.0,100.0,0.0,20.0,11.2,1030.1
2021-01-08 02:00:00,1561.0,1.0,2853.0,-2.0,-2.0,100.0,0.0,30.0,11.2,1030.0
2021-01-08 03:00:00,900.0,1.0,2867.0,-2.0,-2.0,100.0,0.0,20.0,13.0,1029.9
2021-01-08 04:00:00,799.0,1.0,2887.0,-2.0,-2.0,100.0,0.0,20.0,13.0,1030.1
2021-01-08 05:00:00,765.0,1.0,2736.0,-2.0,-2.0,100.0,0.0,30.0,14.8,1030.2
2021-01-08 06:00:00,755.0,1.0,2505.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.5
2021-01-08 07:00:00,755.0,1.0,2341.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.5
2021-01-08 08:00:00,757.0,1.0,2344.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.5
2021-01-08 09:00:00,753.0,1.0,2237.0,-2.0,-2.0,100.0,0.0,10.0,13.0,1030.5
2021-01-08 10:00:00,745.0,1.0,2241.0,-2.0,-2.0,100.0,0.0,20.0,14.8,1030.4
2021-01-08 11:00:00,746.0,1.0,2415.0,-2.0,-2.0,100.0,0.0,10.0,16.6,1030.3
2021-01-08 12:00:00,1098.0,1.0,2589.0,-3.0,-3.0,100.0,0.0,20.0,11.2,1030.4
2021-01-08 13:00:00,2237.0,1.0,2891.0,-3.0,-3.0,100.0,0.0,20.0,11.2,1030.7
2021-01-08 14:00:00,2473.0,4.0,2951.0,-3.0,-3.0,100.0,0.0,10.0,13.0,1031.0
2021-01-08 15:00:00,2534.0,38.0,2588.0,-3.0,-3.0,100.0,0.0,330.0,5.4,1031.5
2021-01-08 16:00:00,2435.0,99.0,2255.0,-2.0,-3.0,93.0,0.0,20.0,7.6,1031.8
2021-01-08 17:00:00,2296.0,166.0,2063.0,-2.0,-3.0,93.0,0.0,20.0,11.2,1031.5
2021-01-08 18:00:00,1281.0,190.0,2017.0,-1.0,-3.0,86.0,0.0,10.0,13.0,1030.4
2021-01-08 19:00:00,886.0,168.0,2031.0,-1.0,-4.0,80.0,0.0,10.0,13.0,1029.7
2021-01-08 20:00:00,892.0,152.0,2207.0,-1.0,-3.0,86.0,0.0,360.0,14.8,1029.4
2021-01-08 21:00:00,885.0,133.0,2455.0,-1.0,-3.0,86.0,0.0,350.0,13.0,1029.2
2021-01-08 22:00:00,1050.0,80.0,2533.0,-1.0,-3.0,86.0,0.0,360.0,9.4,1028.9
2021-01-08 23:00:00,2378.0,27.0,2553.0,-2.0,-3.0,93.0,0.0,350.0,14.8,1028.7
2021-01-09 00:00:00,2621.0,1.0,2555.0,-2.0,-3.0,93.0,0.0,350.0,13.0,1028.8
2021-01-09 01:00:00,1773.0,1.0,2623.0,-3.0,-4.0,93.0,0.0,350.0,14.8,1029.1
2021-01-09 02:00:00,992.0,1.0,2384.0,-4.0,-4.0,100.0,0.0,30.0,11.2,1029.0
2021-01-09 03:00:00,897.0,1.0,2106.0,-4.0,-4.0,100.0,0.0,30.0,13.0,1029.1
2021-01-09 04:00:00,893.0,1.0,1894.0,-4.0,-4.0,100.0,0.0,30.0,14.8,1029.0
2021-01-09 05:00:00,881.0,1.0,1588.0,-4.0,-5.0,93.0,0.0,20.0,13.0,1028.9
2021-01-09 06:00:00,854.0,1.0,1374.0,-5.0,-5.0,100.0,0.0,340.0,9.4,1028.9
2021-01-09 07:00:00,853.0,1.0,1279.0,-5.0,-5.0,100.0,0.0,330.0,11.2,1029.2
2021-01-09 08:00:00,849.0,1.0,1315.0,-5.0,-5.0,100.0,0.0,350.0,11.2,1029.6
2021-01-09 09:00:00,849.0,1.0,1414.0,-5.0,-5.0,100.0,0.0,360.0,5.4,1029.9
2021-01-09 10:00:00,843.0,1.0,1349.0,-5.0,-5.0,100.0,0.0,330.0,7.6,1029.8
2021-01-09 11:00:00,843.0,1.0,1510.0,-5.0,-5.0,100.0,0.0,0.0,0.0,1029.9
2021-01-09 12:00:00,851.0,1.0,1364.0,-5.0,-5.0,100.0,0.0,3.0,9.4,1030.1
2021-01-09 13:00:00,1125.0,1.0,1141.0,-5.0,-5.0,100.0,0.0,360.0,9.4,1030.4
2021-01-09 14:00:00,1783.0,10.0,873.0,-5.0,-5.0,100.0,0.0,360.0,9.4,1030.9
2021-01-09 15:00:00,1847.0,86.0,576.0,-5.0,-5.0,100.0,0.0,340.0,9.4,1031.2
2021-01-09 16:00:00,1625.0,182.0,358.0,-5.0,-5.0,100.0,0.0,340.0,7.6,1031.8
2021-01-09 17:00:00,1289.0,214.0,227.0,-5.0,-6.0,93.0,0.0,0.0,0.0,1031.8
2021-01-09 18:00:00,1006.0,237.0,262.0,-5.0,-5.0,100.0,0.0,343.0,5.4,1031.2
2021-01-09 19:00:00,969.0,241.0,219.0,-5.0,-5.0,100.0,0.0,320.0,9.4,1030.7
2021-01-09 20:00:00,966.0,234.0,274.0,-5.0,-6.0,93.0,0.0,330.0,9.4,1030.3
2021-01-09 21:00:00,966.0,193.0,348.0,-4.0,-6.0,86.0,0.0,340.0,11.2,1030.4
2021-01-09 22:00:00,964.0,122.0,476.0,-4.0,-6.0,86.0,0.0,20.0,9.4,1030.8
2021-01-09 23:00:00,1671.0,36.0,609.0,-5.0,-6.0,93.0,0.0,310.0,7.6,1031.1
2021-01-10 00:00:00,2546.0,1.0,709.0,-5.0,-6.0,93.0,0.0,330.0,7.6,1031.0
2021-01-10 01:00:00,2094.0,1.0,810.0,-5.0,-6.0,93.0,0.0,330.0,7.6,1030.9
2021-01-10 02:00:00,1494.0,1.0,957.0,-5.0,-6.0,93.0,0.0,320.0,9.4,1031.1
2021-01-10 03:00:00,1247.0,1.0,1016.0,-6.0,-6.0,100.0,0.0,330.0,9.4,1031.4
2021-01-10 04:00:00,1084.0,1.0,1214.0,-6.0,-6.9,93.0,0.0,320.0,9.4,1031.5
2021-01-10 05:00:00,930.0,1.0,1275.0,-6.0,-6.0,100.0,0.0,320.0,14.8,1031.2
2021-01-10 06:00:00,931.0,1.0,1381.0,-6.0,-6.0,100.0,0.0,320.0,11.2,1030.8
2021-01-10 07:00:00,931.0,1.0,1547.0,-6.0,-6.0,100.0,0.0,320.0,9.4,1031.1
2021-01-10 08:00:00,929.0,1.0,1724.0,-6.0,-6.0,100.0,0.0,300.0,9.4,1031.1
2021-01-10 09:00:00,929.0,1.0,2067.0,-6.0,-6.0,100.0,0.0,310.0,16.6,1031.4
2021-01-10 10:00:00,922.0,1.0,2245.0,-7.0,-7.0,100.0,0.0,320.0,18.4,1031.4
2021-01-10 11:00:00,922.0,1.0,2487.0,-6.0,-6.0,100.0,0.0,310.0,16.6,1031.5
2021-01-10 12:00:00,935.0,1.0,2874.0,-6.0,-6.0,100.0,0.0,320.0,9.4,1031.5
2021-01-10 13:00:00,970.0,1.0,3240.0,-6.0,-6.0,100.0,0.0,350.0,22.3,1031.9
2021-01-10 14:00:00,1271.0,2.0,3246.0,-6.0,-6.0,100.0,0.0,320.0,11.2,1032.1
2021-01-10 15:00:00,1095.0,27.0,3129.0,-6.0,-6.0,100.0,0.0,220.0,9.4,1032.0
2021-01-10 16:00:00,1269.0,102.0,3038.0,-6.0,-6.0,100.0,0.0,230.0,9.4,1032.1
2021-01-10 17:00:00,1055.0,169.0,2972.0,-5.0,-5.0,100.0,0.0,270.0,13.0,1032.0
2021-01-10 18:00:00,1006.0,174.0,3224.0,-4.0,-4.0,100.0,0.0,280.0,14.8,1031.0
2021-01-10 19:00:00,998.0,169.0,3844.0,-3.0,-3.0,100.0,0.0,270.0,13.0,1030.3
2021-01-10 20:00:00,993.0,142.0,4448.0,-2.0,-2.0,100.0,0.0,270.0,11.2,1029.7
2021-01-10 21:00:00,988.0,90.0,5166.0,-2.0,-2.0,100.0,0.0,290.0,13.0,1029.3
2021-01-10 22:00:00,1000.0,51.0,5481.0,-1.0,-2.0,93.0,0.0,310.0,14.8,1029.5
2021-01-10 23:00:00,1158.0,12.0,5294.0,-1.0,-2.0,93.0,0.0,330.0,16.6,1029.2
2021-01-11 00:00:00,2224.0,2.0,5284.0,-1.0,-3.0,86.0,0.0,320.0,16.6,1029.3
2021-01-11 01:00:00,1665.0,1.0,5268.0,-1.0,-3.0,86.0,0.0,320.0,16.6,1029.2
2021-01-11 02:00:00,1051.0,1.0,5512.0,-1.0,-3.0,86.0,0.0,330.0,14.8,1029.4
2021-01-11 03:00:00,1017.0,1.0,6213.0,-1.0,-3.0,86.0,0.0,310.0,11.2,1029.4
2021-01-11 04:00:00,1019.0,1.0,7039.0,-2.0,-3.0,93.0,0.0,290.0,9.4,1029.5
2021-01-11 05:00:00,988.0,1.0,7845.0,-1.0,-3.0,86.0,0.0,280.0,13.0,1029.3
2021-01-11 06:00:00,965.0,1.0,9062.0,-1.0,-3.0,86.0,0.0,280.0,11.2,1029.0
2021-01-11 07:00:00,965.0,0.0,10310.0,-1.0,-3.0,86.0,0.0,260.0,18.4,1028.6
2021-01-11 08:00:00,966.0,0.0,11507.0,-1.0,-3.0,86.0,0.0,250.0,9.4,1028.6
